140.9447	205685
136.5029	193353
134.46854	193373
124.762764	206230
118.50044	193386
114.076904	194660
112.9284	202685
112.492226	193715
111.79954	211970
111.39953	211697
110.28208	202703
110.03246	210137
109.91112	206228
106.83362	193375
106.40796	213250
105.07733	205643
104.19935	211972
104.1141	204414
103.64737	198398
102.46381	207985
55.750496	213660
52.089554	210232
51.58313	197167
50.805122	206360
49.32078	206575
49.01162	213081
47.05875	198301
46.055973	196653
44.565903	201659
43.98105	212990
43.7336	194226
42.913887	206181
42.736557	199862
42.72565	215826
42.48809	210089
42.46898	206179
42.40099	214372
42.09482	194301
42.04439	206003
41.99871	205164
115.59883	193825
110.35475	207061
109.97201	204772
106.65987	199370
105.827835	206575
101.96293	199425
101.076805	205070
101.03353	196653
100.921364	204474
100.51113	212413
99.79126	214637
98.95183	193440
98.03319	193411
95.84126	206247
95.83553	205420
93.759384	211673
92.46107	205572
91.729485	213660
91.236626	206003
89.53527	198922
80.19038	206178
73.626114	207899
69.46196	207381
62.249138	199839
62.064224	199862
60.784195	199237
60.56074	208656
60.20053	200475
58.581615	210417
58.181007	194247
57.52302	212388
56.894405	205694
55.88024	215834
55.32236	209352
55.218037	202645
54.808163	211210
53.45072	196064
53.232697	194261
53.159927	203290
53.120556	202602
128.67061	213095
125.81864	213102
123.76691	207194
123.08965	213127
122.27956	199853
120.47202	213548
118.52972	199076
116.31875	211135
114.409706	196395
114.120636	213097
113.3585	212484
112.882324	203402
112.44418	211490
112.43299	207692
112.28846	205981
111.34258	199859
110.34295	212859
107.73215	206513
107.50826	193687
106.889435	213712
121.56935	210789
99.01514	213250
87.08702	194859
84.43558	210916
81.71393	206824
79.40959	194660
78.028854	207988
77.9505	196406
74.99139	193402
73.522194	206230
73.191956	194698
73.01459	193386
72.79858	206575
72.60659	194648
72.07008	205150
71.715614	193380
71.29707	211346
71.21936	199915
71.11207	198881
70.81341	196653
116.523895	199859
114.605835	206371
111.29016	206513
108.92581	212490
107.76192	206761
107.08835	199853
103.09862	207199
102.979324	213095
100.61301	194427
100.47298	213548
100.17871	213127
100.04635	194191
97.60123	212484
96.19912	212432
95.28339	199076
94.71532	206387
93.97234	203402
93.267136	206397
93.261665	211490
93.03106	194117
93.35234	193722
90.09764	193373
88.75652	193356
83.46798	203290
76.0737	197162
75.99345	203334
75.312546	193402
75.00908	193378
74.933426	193375
74.92295	211234
73.59533	193353
73.400246	193380
73.24153	206230
73.22422	194890
69.993004	210133
69.73063	211346
69.21703	206228
69.16961	194660
69.02233	211970
67.521645	194648
76.85202	211067
76.448395	213160
68.591576	194907
68.209724	199859
67.52794	194143
67.2639	199587
66.61966	194957
66.438194	199563
65.97144	194123
64.61705	211081
64.45021	200833
63.678265	198311
63.33314	214855
62.73804	211076
61.364758	211091
61.184956	197343
60.852753	211083
60.22466	206172
59.97362	203301
59.863735	213095
58.388756	194285
55.6903	197928
53.753643	205762
53.72504	204439
52.289845	199849
51.513187	212582
50.009907	205699
49.912445	212699
49.531208	212301
47.88673	195865
47.422077	199343
46.957516	202926
46.92031	196395
46.800217	209952
46.35907	193402
46.31237	212798
45.94812	213102
45.740852	199487
45.73019	207696
45.586246	200252
