23.018646	208629
16.671486	206230
15.585342	211970
14.974755	193373
14.386022	205685
14.338488	197090
14.123254	213208
12.3409195	200586
12.218822	212070
12.059565	210137
11.977113	202685
11.841849	193715
11.647246	196393
11.444118	193353
11.438048	195002
11.391321	197085
11.341894	211697
10.626204	206228
10.604338	201397
10.546478	213278
11.463701	194301
11.206811	193612
10.851352	206720
10.636287	196277
10.152607	206360
10.127127	212715
10.116458	206181
9.982261	194906
9.975605	213660
9.875029	210106
9.80821	196518
9.725083	208192
9.695717	212411
9.657616	211706
9.561119	199229
9.554022	208145
9.536152	197167
9.504847	194848
9.470485	197146
9.25844	199773
13.021118	199398
12.364693	211673
12.10647	214002
10.891125	204474
10.813036	204987
10.515892	214650
10.364111	196653
10.2353325	211465
9.774407	200303
9.6602	215488
9.618088	193825
9.5885935	209916
9.401994	209322
9.358092	215054
9.312916	209262
9.294557	203862
9.291292	215214
9.191591	210081
9.010769	197310
9.007513	214637
14.574917	210107
14.260119	212877
14.0372715	194247
13.602942	207899
13.148415	199237
12.174638	202645
11.629803	207849
11.614263	211482
11.414713	204714
11.020174	194256
10.993619	194163
10.987663	198334
10.877618	200011
10.601742	195676
10.531476	209285
10.521875	193270
10.240472	215834
10.224232	194567
10.154365	210962
10.080616	194505
18.911987	213097
18.216572	214839
17.035395	210233
15.37289	215119
14.929319	214347
14.118049	209037
14.102911	206387
13.932516	199076
13.704538	213095
13.057282	213102
12.941078	213548
12.705715	206356
12.477686	212798
12.26582	213127
12.195477	211172
12.191771	209748
12.007271	207692
11.949857	208832
11.909359	203402
11.775918	211092
25.70369	210789
17.95588	210137
16.838356	213250
13.674063	205150
12.255861	194648
12.192027	211941
12.141047	210786
12.09617	210916
12.080545	211758
12.045013	199915
11.772154	193353
11.716689	193386
11.705033	211975
11.597832	193402
11.543207	211697
11.446569	207988
11.236177	211649
11.041423	211755
11.021809	194698
10.974479	198881
30.954716	215119
23.796604	212490
18.056183	199859
17.06748	213144
16.793684	214839
15.930201	206371
15.217537	197373
14.585581	212432
14.307831	194006
13.932516	199076
13.704538	213095
13.662753	194143
13.543354	194117
13.5311165	194230
13.234959	205576
13.167324	196642
13.057282	213102
12.941078	213548
12.766796	194427
12.26582	213127
18.449793	193722
18.207424	193356
18.12296	205685
16.421898	203290
16.141272	206230
15.89205	211970
15.838966	193373
14.669671	207695
14.233824	194890
14.22936	206824
14.000979	211477
13.629453	211755
12.772099	204414
12.584745	193375
12.409452	194660
11.855877	194648
11.548398	210101
11.364247	193353
11.289217	211697
11.16993	213250
23.464314	211081
21.736397	211061
21.612965	211067
19.869883	211076
19.68723	211057
18.442122	211077
18.28791	205497
17.426954	211072
17.270504	211421
16.57155	205594
16.478893	205441
16.267773	197338
15.337965	207970
15.137282	211063
14.6776	214855
14.574222	211088
14.087862	197343
13.1604	194124
13.139875	211091
12.897006	205946
15.174692	210977
12.265327	194285
12.065326	194229
11.878506	201389
11.725101	204439
11.378122	200679
11.239613	194310
11.110218	214593
10.563948	199487
10.460407	211522
10.380644	197928
10.366661	206939
10.2282295	209974
10.2233925	205591
10.211121	195118
10.181182	210504
10.123935	196395
10.027726	214933
9.980881	215129
9.940027	212224
